title,artist,top_genre,year_released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top_year,artist_type,pop_today,track_id,url,streams
Easy Love,Sigala,dance pop,2018,2020‑06‑19,124,94,68,-4,12,65,230,18,6,70,2015,Solo,63,5s7xgzXtmY4gMjeSlgisjy,https://open.spotify.com/track/5s7xgzXtmY4gMjeSlgisjy,376612202.00
Eenie Meenie,Sean Kingston,dance pop,2020,2022‑02‑17,121,64,73,-3,10,84,202,3,3,72,2010,Solo,63,45O0tUN9Bh6LH4eNxQ07AT,https://open.spotify.com/track/45O0tUN9Bh6LH4eNxQ07AT,708096817.00
Elastic Heart,Sia,australian dance,2015,2020‑06‑10,130,79,42,-5,15,50,257,1,5,68,2014,Solo,66,5S9lfZu1YF8xKkgSsqL2Bd,https://open.spotify.com/track/5S9lfZu1YF8xKkgSsqL2Bd,1011422957.00
Electric Love,BØRNS,modern rock,2015,2020‑06‑19,120,80,61,-8,26,52,218,1,5,86,2015,Solo,77,2GiJYvgVaD2HtM8GqD9EgQ,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ,1161673241.00
Every Teardrop Is a Waterfall,Coldplay,permanent wave,2011,2020‑06‑16,118,73,43,-7,17,33,241,0,4,75,2011,Band/Group,69,2U8g9wVcUu9wsg6i7sFSv8,https://open.spotify.com/track/2U8g9wVcUu9wsg6i7sFSv8,331050221.00
Everybody Talks,Neon Trees,modern alternative rock,2012,2020‑06‑22,155,92,47,-4,31,73,177,0,6,85,2012,Band/Group,76,2iUmqdfGZcHIhS3b9E9EWq,https://open.spotify.com/track/2iUmqdfGZcHIhS3b9E9EWq,910457486.00
Everyday,Logic,conscious hip hop,2018,2021‑08‑17,150,74,67,-4,8,42,205,4,4,74,2018,Solo,61,4EAV2cKiqKP5UPZmY6dejk,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,549985583.00
Everything Has Changed,Taylor Swift,pop,2012,2020‑06‑11,80,46,62,-7,31,44,245,36,3,71,2013,Solo,57,3Z1kZKYfRC8iRXnYeC5sCJ,https://open.spotify.com/track/3Z1kZKYfRC8iRXnYeC5sCJ,283673921.00
Exchange,Bryson Tiller,kentucky hip hop,2015,2020‑06‑08,160,43,53,-11,14,28,195,11,19,81,2016,Solo,79,43PuMrRfbyyuz4QpZ3oAwN,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN,1103148142.00
FRIENDS,Marshmello,brostep,2018,2020‑06‑22,95,88,63,-2,13,53,203,21,5,83,2018,Solo,73,08bNPGLD8AhKpnnERrAc6G,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,1485407802.00
Faded,Tyga,dance pop,2012,2020‑06‑22,95,67,83,-8,35,34,207,1,19,63,2012,Solo,53,4vULFpGH9sCBdCfCC6p3Xo,https://open.spotify.com/track/4vULFpGH9sCBdCfCC6p3Xo,145326097.00
Faded,ZHU,edm,2014,2020‑06‑10,125,48,87,-7,11,61,223,1,5,66,2014,Solo,56,2GQEM9JuHu30sGFvRYeCxz,https://open.spotify.com/track/2GQEM9JuHu30sGFvRYeCxz,344139402.00
Fake Love,Drake,canadian hip hop,2017,2021‑01‑28,134,48,93,-9,18,61,211,11,29,78,2017,Solo,68,343YBumqHu19cGoGARUTsd,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,987879414.00
Fancy,Iggy Azalea,australian hip hop,2014,2020‑06‑10,95,72,91,-4,5,38,200,9,7,74,2014,Solo,66,3oiMJQAWVaxSubJ7b2VUtX,https://open.spotify.com/track/3oiMJQAWVaxSubJ7b2VUtX,761264737.00
Fast Car,Jonas Blue,dance pop,2018,2020‑06‑08,114,58,67,-7,31,55,212,47,6,77,2016,Solo,74,1SN1vSPsr4V4tIUTR3s8YW,https://open.spotify.com/track/1SN1vSPsr4V4tIUTR3s8YW,1203076433.00
Feel It Still,Portugal. The Man,indie rock,2017,2021‑01‑28,79,80,80,-5,7,75,163,4,5,81,2017,Band/Group,81,6QgjcU0zLnzq5OrUoSZ3OK,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,1412747360.00
Feel So Close - Radio Edit,Calvin Harris,dance pop,2012,2020‑06‑22,128,92,71,-3,20,92,206,0,3,85,2012,Solo,82,1gihuPhrLraKYrJMAEONyc,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc,1161941211.00
Feel This Moment (feat. Christina Aguilera),Pitbull,dance pop,2012,2020‑06‑11,136,76,67,-4,34,54,230,4,16,82,2013,Solo,77,0Hf4aIJpsN4Os2f0y0VqWl,https://open.spotify.com/track/0Hf4aIJpsN4Os2f0y0VqWl,774963964.00
Feel the Love (feat. John Newman),Rudimental,dance pop,2013,2020‑06‑22,180,71,39,-7,69,24,245,0,6,52,2012,Band/Group,45,2VvCoqF4p46cvyVbhbDsaJ,https://open.spotify.com/track/2VvCoqF4p46cvyVbhbDsaJ,219739445.00
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,dance pop,2017,2021‑01‑28,101,75,89,-3,9,87,223,6,6,81,2017,Solo,73,5bcTCxgc7xVfSaMV3RuVke,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,1173057829.00
Fetish (feat. Gucci Mane),Selena Gomez,dance pop,2017,2021‑08‑17,123,62,71,-4,6,27,186,2,6,74,2017,Solo,74,4lnAN2S1fcI0SjxEbksZVr,https://open.spotify.com/track/4lnAN2S1fcI0SjxEbksZVr,568848568.00
Final Song,MØ,art pop,2016,2020‑06‑08,105,67,70,-6,8,25,236,1,3,70,2016,Solo,61,4qqArAiTPueDxIp7cf87h7,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,557153669.00
Find Your Love,Drake,canadian hip hop,2010,2022‑02‑17,96,61,63,-6,3,76,209,2,17,70,2010,Solo,63,4BycRneKmOs6MhYG9THsuX,https://open.spotify.com/track/4BycRneKmOs6MhYG9THsuX,190937669.00
Fine China,Chris Brown,dance pop,2014,2020‑06‑11,104,73,65,-5,12,59,213,4,6,66,2013,Solo,59,0yz2J4wsXFCjMjpJ6A74yV,https://open.spotify.com/track/0yz2J4wsXFCjMjpJ6A74yV,126508080.00
Finesse - Remix; feat. Cardi B,Bruno Mars,dance pop,2017,2020‑06‑22,105,86,70,-5,2,93,217,2,10,78,2018,Solo,73,3Vo4wInECJQuz9BIBMOu8i,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,836560935.00
Fireflies,Owl City,indietronica,2009,2022‑02‑17,180,66,51,-7,12,47,228,3,4,84,2010,Band/Group,76,3DamFFqW32WihKkTVlwTYQ,https://open.spotify.com/track/3DamFFqW32WihKkTVlwTYQ,961281320.00
Firework,Katy Perry,dance pop,2010,2020‑06‑16,124,83,64,-5,11,65,228,14,5,72,2011,Solo,69,4r6eNCsrZnQWJzzvFh4nlg,https://open.spotify.com/track/4r6eNCsrZnQWJzzvFh4nlg,1183532006.00
First,Cold War Kids,alternative rock,2014,2020‑06‑10,78,69,47,-4,52,56,200,2,3,71,2014,Band/Group,66,3omXshBamrREltcf24gYDC,https://open.spotify.com/track/3omXshBamrREltcf24gYDC,280200413.00
Five More Hours,Deorro,dance pop,2017,2020‑06‑19,128,88,70,-3,82,50,212,3,22,74,2015,Solo,70,3MOECVkNshqHYTPt5DZcdN,https://open.spotify.com/track/3MOECVkNshqHYTPt5DZcdN,849820031.00
"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,atl hip hop,2015,2020‑06‑19,82,61,73,-8,19,89,177,4,5,70,2015,Solo,66,4T0ScSPdQKmGvruK7pavNP,https://open.spotify.com/track/4T0ScSPdQKmGvruK7pavNP,337741607.00
For the First Time,The Script,celtic rock,2011,2022‑02‑17,174,63,40,-5,18,36,253,3,3,66,2010,Band/Group,58,09ZcYBGFX16X8GMDrvqQwt,https://open.spotify.com/track/09ZcYBGFX16X8GMDrvqQwt,334684468.00
Forget You,CeeLo Green,atl hip hop,2010,2022‑02‑17,127,88,70,-4,16,77,223,13,6,69,2010,Solo,60,7AqISujIaWcY3h5zrOqt5v,https://open.spotify.com/track/7AqISujIaWcY3h5zrOqt5v,203769264.00
FourFiveSeconds,Rihanna,barbadian pop,2015,2020‑06‑19,206,27,58,-6,13,35,188,88,5,82,2015,Solo,76,78TTtXnFQPzwqlbtbwqN0y,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,1200734473.00
Freaky Friday (feat. Chris Brown),Lil Dicky,comedy rap,2018,2020‑06‑22,133,60,76,-5,11,76,217,15,22,74,2018,Solo,69,6dbSBQXCctYSVryynHXaZ4,https://open.spotify.com/track/6dbSBQXCctYSVryynHXaZ4,695223512.00
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,dance pop,2015,2020‑06‑19,146,83,66,-4,7,69,190,0,7,75,2015,Solo,69,26rdOwwjC2UnweK3xeS58u,https://open.spotify.com/track/26rdOwwjC2UnweK3xeS58u,747823882.00
GUMMO,6ix9ine,emo rap,2018,2020‑06‑22,157,78,66,-5,13,64,158,6,17,67,2018,Solo,60,2HBtd9MYDd2xDVu8Zc6pwt,https://open.spotify.com/track/2HBtd9MYDd2xDVu8Zc6pwt,316422307.00
Gecko (Overdrive) - Radio Edit,Oliver Heldens,dance pop,2014,2020‑06‑10,125,89,61,-5,34,76,165,1,6,73,2014,Solo,66,483XiZ5o13Cc1zoWV7jGml,https://open.spotify.com/track/483XiZ5o13Cc1zoWV7jGml,338704090.00
German,EO,afroswing,2018,2020‑06‑22,103,58,86,-6,19,85,171,81,7,71,2018,Solo,59,7cwLbWHs42c8JmrW9BJZos,https://open.spotify.com/track/7cwLbWHs42c8JmrW9BJZos,145159069.00
Geronimo,Sheppard,australian indie,2015,2020‑06‑10,142,78,71,-6,12,46,218,46,8,69,2014,Band/Group,70,0qt5f5EL92o8Snzopsv0en,https://open.spotify.com/track/0qt5f5EL92o8Snzopsv0en,619594786.00
Gettin' Over You (feat. Fergie & LMFAO),David Guetta,big room,2009,2022‑02‑17,130,91,62,-5,8,45,188,18,8,55,2010,Solo,47,6FbGlkHKGkYqpSCuBgurn3,https://open.spotify.com/track/6FbGlkHKGkYqpSCuBgurn3,208275312.00
Ghost Town,Adam Lambert,dance pop,2015,2020‑06‑22,120,74,70,-6,17,27,208,19,5,69,2015,Solo,59,44aN5xKL3kGHvQ5bXVk6B8,https://open.spotify.com/track/44aN5xKL3kGHvQ5bXVk6B8,313846085.00
Girls Like (feat. Zara Larsson),Tinie Tempah,dance pop,2016,2020‑06‑08,120,80,92,-3,8,54,196,37,5,67,2016,Solo,58,0rHVd8h0cFwgLgPFem6S60,https://open.spotify.com/track/0rHVd8h0cFwgLgPFem6S60,382445894.00
Glad You Came,The Wanted,boy band,2011,2020‑06‑16,127,85,72,-4,11,45,198,3,6,83,2011,Band/Group,75,5yDL13y5giogKs2fSNf7sj,https://open.spotify.com/track/5yDL13y5giogKs2fSNf7sj,880611592.00
Glorious (feat. Skylar Grey),Macklemore,pop rap,2017,2021‑01‑28,140,79,73,-5,11,36,220,3,5,78,2017,Solo,75,0CokSRCu5hZgPxcZBaEzVE,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,950649106.00
God is a woman,Ariana Grande,dance pop,2018,2020‑06‑22,145,66,60,-6,24,27,198,2,6,83,2018,Solo,74,5OCJzvD7sykQEKHH7qAC3C,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,1112266614.00
God's Plan,Drake,canadian hip hop,2018,2020‑06‑22,77,45,75,-9,55,36,199,3,11,86,2018,Solo,81,6DCZcSspjsKoFjzjrWoCdn,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2658279990.00
Going Bad (feat. Drake),Meek Mill,hip hop,2018,2020‑06‑22,86,50,89,-6,25,54,181,26,9,83,2019,Solo,74,2IRZnDFmlqMuOrYOLnZZyc,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,1246944575.00
Gold,Kiiara,alt z,2020,2020‑06‑08,113,41,60,-9,13,41,226,62,34,64,2016,Solo,63,7yNX3ZFBWZoR52pbeU4Mcl,https://open.spotify.com/track/7yNX3ZFBWZoR52pbeU4Mcl,666788876.00
Good Feeling,Flo Rida,dance pop,2012,2020‑06‑22,128,89,71,-4,31,68,248,6,7,81,2012,Solo,76,2LEF1A8DOZ9wRYikWgVlZ8,https://open.spotify.com/track/2LEF1A8DOZ9wRYikWgVlZ8,736076412.00
Good For You,Selena Gomez,dance pop,2015,2020‑06‑22,89,68,61,-6,9,21,222,18,5,62,2015,Solo,64,578Eooad7oUyn4stovZiPg,https://open.spotify.com/track/578Eooad7oUyn4stovZiPg,738893298.00
Good Grief,Bastille,metropopolis,2016,2021‑08‑09,120,76,73,-5,31,88,206,15,7,70,2016,Band/Group,58,1oxOiOjsi7plNOZEhoPLPj,https://open.spotify.com/track/1oxOiOjsi7plNOZEhoPLPj,340870345.00
Good Life,OneRepublic,dance pop,2009,2020‑06‑16,95,69,63,-8,13,65,253,8,5,78,2011,Band/Group,70,6OtCIsQZ64Vs1EbzztvAv4,https://open.spotify.com/track/6OtCIsQZ64Vs1EbzztvAv4,444427646.00
Good Time,Owl City,indietronica,2012,2020‑06‑22,126,87,56,-4,37,68,206,2,14,82,2012,Band/Group,75,1kPpge9JDLpcj15qgrPbYX,https://open.spotify.com/track/1kPpge9JDLpcj15qgrPbYX,660985226.00
Good as Hell,Lizzo,dance pop,2019,2020‑06‑22,96,92,68,-3,44,54,160,26,9,77,2019,Solo,67,6KgBpzTuTRPebChN0VTyzV,https://open.spotify.com/track/6KgBpzTuTRPebChN0VTyzV,655787878.00
Good as You,Kane Brown,black americana,2019,2020‑06‑22,154,52,63,-6,14,77,192,40,4,70,2019,Solo,59,19kUPdKTp85q9RZNwaXM15,https://open.spotify.com/track/19kUPdKTp85q9RZNwaXM15,202475493.00
Goodbyes (feat. Young Thug),Post Malone,dfw rap,2019,2020‑06‑22,150,65,55,-4,10,16,175,46,8,82,2019,Solo,74,0t3ZvGKlmYmVsDzBJAXK8C,https://open.spotify.com/track/0t3ZvGKlmYmVsDzBJAXK8C,1320311255.00
Grace,Lewis Capaldi,pop,2019,2020‑06‑22,104,56,72,-6,17,49,186,44,3,72,2019,Solo,66,0pEkK8MqbmGSX7fT8WLMbR,https://open.spotify.com/track/0pEkK8MqbmGSX7fT8WLMbR,331533579.00
Green Light,Lorde,art pop,2017,2021‑01‑28,129,72,59,-8,9,25,235,2,10,78,2017,Solo,70,6ie2Bw3xLj2JcGowOlcMhb,https://open.spotify.com/track/6ie2Bw3xLj2JcGowOlcMhb,619017568.00
Grenade,Bruno Mars,dance pop,2010,2020‑06‑16,110,56,70,-7,11,25,222,15,5,82,2011,Solo,77,2tJulUYLDKOg9XrtVkMgcJ,https://open.spotify.com/track/2tJulUYLDKOg9XrtVkMgcJ,1473863506.00
Gucci Gang,Lil Pump,emo rap,2017,2021‑01‑28,120,52,94,-7,12,70,124,24,6,69,2017,Solo,57,43ZyHQITOjhciSUUNPVRHc,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc,654671449.00
HUMBLE.,Kendrick Lamar,conscious hip hop,2017,2021‑01‑28,150,62,91,-7,10,42,177,0,10,87,2017,Solo,83,7KXjTSCq5nL1LoYtL7XAwS,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2418872562.00
Habits (Stay High),Tove Lo,art pop,2014,2020‑06‑10,110,65,73,-4,8,35,209,7,3,78,2014,Solo,72,14OxJlLdcHNpgsm4DRwDOB,https://open.spotify.com/track/14OxJlLdcHNpgsm4DRwDOB,1006554700.00
Half of My Heart,John Mayer,neo mellow,2009,2022‑02‑17,115,59,68,-9,11,73,250,44,3,68,2010,Solo,62,7hR5toSPEgwFZ78jfHdANM,https://open.spotify.com/track/7hR5toSPEgwFZ78jfHdANM,161996341.00
Hands To Myself,Selena Gomez,dance pop,2015,2020‑06‑19,111,50,81,-7,34,47,201,1,12,68,2015,Solo,62,1LoriJC05IrHIDwj3q0KC1,https://open.spotify.com/track/1LoriJC05IrHIDwj3q0KC1,711251680.00
Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,gangster rap,2012,2020‑06‑22,128,78,65,-7,7,18,197,2,11,67,2012,Solo,65,78JKJfKsqgeBDBF58gv1SF,https://open.spotify.com/track/78JKJfKsqgeBDBF58gv1SF,262627987.00
Happier,Marshmello,brostep,2018,2020‑06‑22,100,79,69,-3,17,67,214,19,5,86,2018,Solo,82,7BqHUALzNBTanL6OvsqmC1,https://open.spotify.com/track/7BqHUALzNBTanL6OvsqmC1,2288548573.00
"Happy - From ""Despicable Me 2""",Pharrell Williams,pop rap,2014,2020‑06‑10,160,82,65,-5,9,96,233,22,18,85,2014,Solo,80,60nZcImufyMA1MKQY3dcCH,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH,1478513529.00
Hard,Rihanna,barbadian pop,2009,2022‑02‑17,182,75,31,-4,65,16,251,1,11,60,2010,Solo,52,3YJkAQNEhmCZGLdmPsu6Ye,https://open.spotify.com/track/3YJkAQNEhmCZGLdmPsu6Ye,56704019.00
Harlem Shake,Baauer,bass trap,2013,2020‑06‑11,138,79,45,-5,42,28,197,1,5,63,2013,Solo,52,01XFgRZfZI7oBagNf1Loml,https://open.spotify.com/track/01XFgRZfZI7oBagNf1Loml,91947072.00
Havana (feat. Young Thug),Camila Cabello,dance pop,2018,2021‑01‑28,105,52,77,-4,13,39,217,18,3,84,2017,Solo,80,1rfofaqEpACxVEHIZBJe6W,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2181700273.00
Headlines,Drake,canadian hip hop,2011,2020‑06‑16,152,57,64,-7,9,43,236,37,11,80,2011,Solo,76,6LxSe8YmdPxy095Ux6znaQ,https://open.spotify.com/track/6LxSe8YmdPxy095Ux6znaQ,711850638.00
Heart Attack,Demi Lovato,dance pop,2013,2020‑06‑11,174,79,50,-5,24,50,211,7,10,85,2013,Solo,78,1V6gIisPpYqgFeWbMLI0bA,https://open.spotify.com/track/1V6gIisPpYqgFeWbMLI0bA,917619348.00
Heart Attack,Trey Songz,dance pop,2012,2020‑06‑22,150,86,61,-5,23,48,233,6,13,61,2012,Solo,54,25CA8QVJQrh5R05UUCaODM,https://open.spotify.com/track/25CA8QVJQrh5R05UUCaODM,82910514.00
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,dance pop,2011,2020‑06‑16,111,88,84,-4,8,88,202,14,6,66,2011,Solo,59,1f8UCzB3RqIgNkW7QIiIeP,https://open.spotify.com/track/1f8UCzB3RqIgNkW7QIiIeP,92084996.00
Heartbreak Warfare,John Mayer,neo mellow,2009,2022‑02‑17,97,55,62,-8,30,31,270,19,2,69,2010,Solo,61,4gs07VlJST4bdxGbBsXVue,https://open.spotify.com/track/4gs07VlJST4bdxGbBsXVue,170251124.00
Hello,Adele,british soul,2015,2020‑06‑08,79,43,58,-6,9,29,296,33,3,77,2016,Solo,70,62PaSfnXSMyLshYJrlTuL3,https://open.spotify.com/track/62PaSfnXSMyLshYJrlTuL3,1627767937.00
Here,Alessia Cara,canadian contemporary r&b,2015,2020‑06‑22,120,82,38,-4,8,33,199,8,10,71,2015,Solo,72,5zUQZjVB6bfewBXWqsP9PY,https://open.spotify.com/track/5zUQZjVB6bfewBXWqsP9PY,665116489.00
Here With Me,Marshmello,brostep,2019,2020‑06‑22,100,56,79,-4,16,18,156,6,4,77,2019,Solo,71,5icOoE6VgqFKohjWWNp0Ac,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,707717821.00
Here's to Never Growing Up,Avril Lavigne,canadian pop,2013,2020‑06‑11,165,87,48,-3,41,74,214,1,9,75,2013,Solo,65,0qwcGscxUHGZTgq0zcaqk1,https://open.spotify.com/track/0qwcGscxUHGZTgq0zcaqk1,250732496.00
Heroes (we could be),Alesso,dance pop,2014,2020‑06‑10,126,75,52,-4,24,35,210,4,6,58,2014,Solo,48,0YzCQcsgj6KqwBHVx1mZrH,https://open.spotify.com/track/0YzCQcsgj6KqwBHVx1mZrH,727703671.00
Hey Baby (Drop It to the Floor) (feat. T-Pain),Pitbull,dance pop,2011,2020‑06‑16,128,91,60,-3,26,76,234,4,9,76,2011,Solo,73,3rfhI32Il2hVRKDkuGeeen,https://open.spotify.com/track/3rfhI32Il2hVRKDkuGeeen,363129470.00
Hey Brother,Avicii,dance pop,2013,2020‑06‑10,125,78,55,-5,8,46,255,3,4,82,2014,Solo,76,4lhqb6JvbHId48OUJGwymk,https://open.spotify.com/track/4lhqb6JvbHId48OUJGwymk,1074257130.00
Hey Porsche,Nelly,dance pop,2013,2020‑06‑11,116,79,73,-5,65,95,209,15,3,49,2013,Solo,37,6QoxM9xgqazNPGF026CjpS,https://open.spotify.com/track/6QoxM9xgqazNPGF026CjpS,83909374.00
"Hey, Soul Sister",Train,dance pop,2010,2022‑02‑17,97,89,67,-4,8,80,217,19,4,87,2010,Band/Group,83,4HlFJV71xXKIGcU3kRyttv,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv,1699643152.00
Hide Away,Daya,alt z,2016,2020‑06‑08,95,80,89,-5,7,46,192,23,8,72,2016,Solo,72,3WALaE7UdNXx8VJ4lpWCK8,https://open.spotify.com/track/3WALaE7UdNXx8VJ4lpWCK8,547233154.00
Hideaway,Kiesza,electropop,2014,2020‑06‑10,123,72,84,-4,8,20,252,9,5,70,2014,Solo,63,51tUT1gHE30GQPhn1agudM,https://open.spotify.com/track/51tUT1gHE30GQPhn1agudM,345943236.00
High (feat. Nicole Millar),Peking Duk,aussietronica,2014,2020‑06‑29,100,80,53,-4,29,38,228,0,5,54,2014,Band/Group,41,40PYeQjt149YOfq6H20vmd,https://open.spotify.com/track/40PYeQjt149YOfq6H20vmd,82496218.00
High By The Beach,Lana Del Rey,art pop,2015,2021‑08‑09,132,49,54,-11,12,10,258,24,3,71,2015,Solo,67,7g3htkaLz4ETFn0cifwM3y,https://open.spotify.com/track/7g3htkaLz4ETFn0cifwM3y,293439213.00
High Hopes,Kodaline,irish pop,2013,2020‑06‑11,77,49,49,-6,19,22,230,58,3,73,2013,Band/Group,62,6KkyuDhrEhR5nJVKtv9mCf,https://open.spotify.com/track/6KkyuDhrEhR5nJVKtv9mCf,281206892.00
High Hopes,Panic! At The Disco,modern rock,2018,2020‑06‑22,82,90,58,-3,6,68,191,19,6,85,2019,Band/Group,79,1rqqCSm0Qe4I9rUvWncaom,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,1698251790.00
Higher,Taio Cruz,dance pop,2011,2020‑06‑16,128,92,67,-5,13,70,188,0,8,51,2011,Solo,43,089vxHEH64AKLKhokNXEJx,https://open.spotify.com/track/089vxHEH64AKLKhokNXEJx,98972160.00
Him & I (with Halsey),G-Eazy,indie pop rap,2017,2021‑01‑28,88,73,59,-6,31,19,269,5,9,80,2017,Solo,76,5k38wzpLb15YgncyWdTZE4,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,1025603277.00
History,Olivia Holt,alt z,2016,2020‑06‑08,101,63,77,-7,12,54,204,10,5,64,2016,Solo,46,3QmOiZF7IzJJkHnahh5Ea0,https://open.spotify.com/track/3QmOiZF7IzJJkHnahh5Ea0,219809229.00
History,One Direction,boy band,2015,2020‑06‑08,87,70,66,-4,6,80,187,4,5,77,2016,Band/Group,75,0HMjXBAZmSYOTTi33WpMso,https://open.spotify.com/track/0HMjXBAZmSYOTTi33WpMso,609392767.00
Ho Hey,The Lumineers,folk-pop,2012,2020‑06‑22,80,47,69,-9,9,35,163,79,3,77,2012,Band/Group,80,0DwClY2t9YAWHBROMIgrXb,https://open.spotify.com/track/0DwClY2t9YAWHBROMIgrXb,1402046025.00
"Hold On, We're Going Home",Drake,canadian hip hop,2013,2020‑06‑11,100,41,78,-7,7,29,228,0,9,76,2013,Solo,70,2aSC2xhRxOLiiZZVjhbylH,https://open.spotify.com/track/2aSC2xhRxOLiiZZVjhbylH,1064538947.00
Holocene,Bon Iver,eau claire indie,2011,2020‑06‑16,148,30,37,-15,13,15,337,94,3,70,2011,Band/Group,67,35KiiILklye1JRRctaLUb4,https://open.spotify.com/track/35KiiILklye1JRRctaLUb4,457468728.00
Holy Grail,JAY-Z,east coast hip hop,2013,2020‑06‑11,145,53,68,-7,26,16,338,6,8,68,2013,Solo,60,37jTPJgwCCmIGMPB45jrPV,https://open.spotify.com/track/37jTPJgwCCmIGMPB45jrPV,342686587.00
Home,Phillip Phillips,folk-pop,2013,2021‑08‑09,121,83,61,-6,12,32,210,3,3,73,2012,Solo,21,3qXCNSphgfe4pl3p2PoeOa,https://open.spotify.com/track/3qXCNSphgfe4pl3p2PoeOa,336838449.00
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,art pop,2017,2021‑06‑25,107,55,78,-5,13,18,214,23,8,71,2017,Solo,64,7rdUtXasA973gmrr2Xxh3E,https://open.spotify.com/track/7rdUtXasA973gmrr2Xxh3E,311522235.00
Honey Bee,Blake Shelton,contemporary country,2011,2020‑06‑16,206,85,48,-5,12,72,211,0,4,69,2011,Solo,59,0gY2iq0xJPRoIB1PScKSw4,https://open.spotify.com/track/0gY2iq0xJPRoIB1PScKSw4,186623695.00
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,dance pop,2019,2020‑06‑22,99,81,87,-5,21,57,199,0,16,73,2019,Solo,59,5N1o6d8zGcSZSeMFkOUQOk,https://open.spotify.com/track/5N1o6d8zGcSZSeMFkOUQOk,282774321.00
Hot N*gga,Bobby Shmurda,nyc rap,2014,2020‑06‑10,168,51,79,-7,6,18,195,5,42,78,2014,Solo,67,19gEmPjfqSZT0ulDRfjl0m,https://open.spotify.com/track/19gEmPjfqSZT0ulDRfjl0m,512052383.00
Hot Right Now - Edit,DJ Fresh,dancefloor dnb,2010,2020‑06‑22,175,96,51,-2,12,39,179,1,4,41,2012,Solo,1,4KSnjqkg5wskKGEZg7sD1y,https://open.spotify.com/track/4KSnjqkg5wskKGEZg7sD1y,77066053.00
Hotline Bling,Drake,canadian hip hop,2016,2020‑06‑19,135,63,89,-8,5,55,267,0,6,82,2015,Solo,75,0wwPcA6wtMf6HUMpIRdeP7,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,1392989692.00
Hotter Than Hell,Dua Lipa,dance pop,2017,2020‑06‑08,110,87,53,-4,6,53,188,1,9,70,2016,Solo,63,5eTNdkstwKaNahHf41fJ9u,https://open.spotify.com/track/5eTNdkstwKaNahHf41fJ9u,337157517.00
How Deep Is Your Love,Calvin Harris,dance pop,2015,2020‑06‑19,122,87,74,-4,39,34,213,4,7,80,2015,Solo,74,22mek4IiqubGD9ctzxc69s,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,1280664745.00
How Long,Charlie Puth,dance pop,2018,2020‑06‑22,110,56,85,-5,4,81,201,21,8,77,2018,Solo,73,6wmAHw1szh5RCKSRjiXhPe,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,724299597.00
How Low,Ludacris,atl hip hop,2010,2022‑02‑17,144,50,79,-7,22,42,202,0,5,68,2010,Solo,60,1WtTLtofvcjQM3sXSMkDdX,https://open.spotify.com/track/1WtTLtofvcjQM3sXSMkDdX,113797843.00
How To Love,Lil Wayne,hip hop,2011,2020‑06‑16,154,66,64,-6,11,27,240,0,4,72,2011,Solo,66,5W7BcYDIaeXnpG3e39T7hJ,https://open.spotify.com/track/5W7BcYDIaeXnpG3e39T7hJ,324625596.00
